,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,pais
15,48,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 5}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': 1}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 85, 'speed': 3}, {'layer': '900mb', 'direction': 85, 'speed': 4}, {'layer': '850mb', 'direction': 80, 'speed': 4}, {'layer': '800mb', 'direction': 75, 'speed': 4}, {'layer': '750mb', 'direction': 70, 'speed': 3}, {'layer': '700mb', 'direction': 65, 'speed': 3}, {'layer': '650mb', 'direction': 35, 'speed': 2}, {'layer': '600mb', 'direction': 315, 'speed': 3}, {'layer': '550mb', 'direction': 285, 'speed': 3}, {'layer': '500mb', 'direction': 285, 'speed': 3}, {'layer': '450mb', 'direction': 275, 'speed': 3}, {'layer': '400mb', 'direction': 265, 'speed': 3}, {'layer': '350mb', 'direction': 265, 'speed': 3}, {'layer': '300mb', 'direction': 305, 'speed': 2}, {'layer': '250mb', 'direction': 115, 'speed': 3}, {'layer': '200mb', 'direction': 305, 'speed': 3}]",26,-1,12,1008,none,1,0,90,3,papua_new_guinea
16,51,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 90, 'speed': 3}, {'layer': '900mb', 'direction': 85, 'speed': 4}, {'layer': '850mb', 'direction': 80, 'speed': 4}, {'layer': '800mb', 'direction': 75, 'speed': 4}, {'layer': '750mb', 'direction': 70, 'speed': 3}, {'layer': '700mb', 'direction': 65, 'speed': 3}, {'layer': '650mb', 'direction': 20, 'speed': 2}, {'layer': '600mb', 'direction': 320, 'speed': 3}, {'layer': '550mb', 'direction': 290, 'speed': 3}, {'layer': '500mb', 'direction': 285, 'speed': 3}, {'layer': '450mb', 'direction': 275, 'speed': 3}, {'layer': '400mb', 'direction': 255, 'speed': 3}, {'layer': '350mb', 'direction': 270, 'speed': 2}, {'layer': '300mb', 'direction': 345, 'speed': 2}, {'layer': '250mb', 'direction': 115, 'speed': 3}, {'layer': '200mb', 'direction': 310, 'speed': 4}]",26,-1,12,1008,rain,1,0,95,3,papua_new_guinea
17,54,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 2}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 85, 'speed': 4}, {'layer': '900mb', 'direction': 80, 'speed': 4}, {'layer': '850mb', 'direction': 80, 'speed': 4}, {'layer': '800mb', 'direction': 80, 'speed': 4}, {'layer': '750mb', 'direction': 75, 'speed': 3}, {'layer': '700mb', 'direction': 70, 'speed': 3}, {'layer': '650mb', 'direction': 0, 'speed': 2}, {'layer': '600mb', 'direction': 305, 'speed': 3}, {'layer': '550mb', 'direction': 295, 'speed': 3}, {'layer': '500mb', 'direction': 295, 'speed': 3}, {'layer': '450mb', 'direction': 280, 'speed': 3}, {'layer': '400mb', 'direction': 270, 'speed': 3}, {'layer': '350mb', 'direction': 305, 'speed': 2}, {'layer': '300mb', 'direction': 290, 'speed': 2}, {'layer': '250mb', 'direction': 140, 'speed': 3}, {'layer': '200mb', 'direction': 305, 'speed': 5}]",26,-1,12,1010,rain,2,0,95,3,papua_new_guinea
18,57,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 95, 'speed': 4}, {'layer': '900mb', 'direction': 80, 'speed': 4}, {'layer': '850mb', 'direction': 75, 'speed': 4}, {'layer': '800mb', 'direction': 85, 'speed': 4}, {'layer': '750mb', 'direction': 85, 'speed': 3}, {'layer': '700mb', 'direction': 75, 'speed': 3}, {'layer': '650mb', 'direction': 20, 'speed': 2}, {'layer': '600mb', 'direction': 310, 'speed': 3}, {'layer': '550mb', 'direction': 295, 'speed': 3}, {'layer': '500mb', 'direction': 295, 'speed': 3}, {'layer': '450mb', 'direction': 275, 'speed': 4}, {'layer': '400mb', 'direction': 270, 'speed': 3}, {'layer': '350mb', 'direction': 320, 'speed': 2}, {'layer': '300mb', 'direction': 315, 'speed': 2}, {'layer': '250mb', 'direction': 120, 'speed': 2}, {'layer': '200mb', 'direction': 290, 'speed': 6}]",26,-1,12,1010,rain,2,0,90,3,papua_new_guinea
19,60,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 90, 'speed': 4}, {'layer': '900mb', 'direction': 75, 'speed': 4}, {'layer': '850mb', 'direction': 75, 'speed': 4}, {'layer': '800mb', 'direction': 85, 'speed': 3}, {'layer': '750mb', 'direction': 80, 'speed': 3}, {'layer': '700mb', 'direction': 80, 'speed': 3}, {'layer': '650mb', 'direction': 35, 'speed': 2}, {'layer': '600mb', 'direction': 305, 'speed': 3}, {'layer': '550mb', 'direction': 300, 'speed': 3}, {'layer': '500mb', 'direction': 290, 'speed': 3}, {'layer': '450mb', 'direction': 275, 'speed': 5}, {'layer': '400mb', 'direction': 275, 'speed': 4}, {'layer': '350mb', 'direction': 300, 'speed': 3}, {'layer': '300mb', 'direction': 300, 'speed': 3}, {'layer': '250mb', 'direction': 120, 'speed': 2}, {'layer': '200mb', 'direction': 285, 'speed': 6}]",26,-1,11,1008,rain,2,0,105,3,papua_new_guinea
20,63,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 80, 'speed': 4}, {'layer': '900mb', 'direction': 80, 'speed': 4}, {'layer': '850mb', 'direction': 75, 'speed': 4}, {'layer': '800mb', 'direction': 75, 'speed': 4}, {'layer': '750mb', 'direction': 70, 'speed': 3}, {'layer': '700mb', 'direction': 85, 'speed': 3}, {'layer': '650mb', 'direction': 140, 'speed': 2}, {'layer': '600mb', 'direction': 270, 'speed': 2}, {'layer': '550mb', 'direction': 285, 'speed': 3}, {'layer': '500mb', 'direction': 285, 'speed': 3}, {'layer': '450mb', 'direction': 280, 'speed': 5}, {'layer': '400mb', 'direction': 285, 'speed': 4}, {'layer': '350mb', 'direction': 305, 'speed': 3}, {'layer': '300mb', 'direction': 315, 'speed': 3}, {'layer': '250mb', 'direction': 75, 'speed': 2}, {'layer': '200mb', 'direction': 280, 'speed': 6}]",26,-1,12,1010,none,2,0,95,3,papua_new_guinea
21,66,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 4}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 75, 'speed': 3}, {'layer': '900mb', 'direction': 75, 'speed': 4}, {'layer': '850mb', 'direction': 80, 'speed': 4}, {'layer': '800mb', 'direction': 85, 'speed': 4}, {'layer': '750mb', 'direction': 85, 'speed': 3}, {'layer': '700mb', 'direction': 100, 'speed': 3}, {'layer': '650mb', 'direction': 150, 'speed': 2}, {'layer': '600mb', 'direction': 240, 'speed': 2}, {'layer': '550mb', 'direction': 265, 'speed': 3}, {'layer': '500mb', 'direction': 280, 'speed': 3}, {'layer': '450mb', 'direction': 290, 'speed': 4}, {'layer': '400mb', 'direction': 295, 'speed': 4}, {'layer': '350mb', 'direction': 320, 'speed': 3}, {'layer': '300mb', 'direction': 320, 'speed': 2}, {'layer': '250mb', 'direction': 285, 'speed': 2}, {'layer': '200mb', 'direction': 270, 'speed': 6}]",26,-1,11,1011,none,2,0,85,3,papua_new_guinea
22,69,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 6}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 85, 'speed': 3}, {'layer': '900mb', 'direction': 80, 'speed': 3}, {'layer': '850mb', 'direction': 80, 'speed': 4}, {'layer': '800mb', 'direction': 80, 'speed': 4}, {'layer': '750mb', 'direction': 85, 'speed': 3}, {'layer': '700mb', 'direction': 100, 'speed': 3}, {'layer': '650mb', 'direction': 145, 'speed': 3}, {'layer': '600mb', 'direction': 225, 'speed': 2}, {'layer': '550mb', 'direction': 260, 'speed': 3}, {'layer': '500mb', 'direction': 270, 'speed': 3}, {'layer': '450mb', 'direction': 280, 'speed': 5}, {'layer': '400mb', 'direction': 295, 'speed': 4}, {'layer': '350mb', 'direction': 315, 'speed': 4}, {'layer': '300mb', 'direction': 330, 'speed': 3}, {'layer': '250mb', 'direction': 220, 'speed': 3}, {'layer': '200mb', 'direction': 255, 'speed': 5}]",26,-1,12,1010,rain,2,0,75,3,papua_new_guinea
23,72,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 80, 'speed': 3}, {'layer': '900mb', 'direction': 80, 'speed': 4}, {'layer': '850mb', 'direction': 80, 'speed': 4}, {'layer': '800mb', 'direction': 80, 'speed': 4}, {'layer': '750mb', 'direction': 85, 'speed': 4}, {'layer': '700mb', 'direction': 95, 'speed': 3}, {'layer': '650mb', 'direction': 150, 'speed': 2}, {'layer': '600mb', 'direction': 220, 'speed': 3}, {'layer': '550mb', 'direction': 245, 'speed': 3}, {'layer': '500mb', 'direction': 245, 'speed': 3}, {'layer': '450mb', 'direction': 275, 'speed': 4}, {'layer': '400mb', 'direction': 290, 'speed': 4}, {'layer': '350mb', 'direction': 295, 'speed': 4}, {'layer': '300mb', 'direction': 260, 'speed': 2}, {'layer': '250mb', 'direction': 260, 'speed': 3}, {'layer': '200mb', 'direction': 245, 'speed': 5}]",26,-1,12,1007,rain,2,0,80,3,papua_new_guinea
24,75,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 5}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 80, 'speed': 3}, {'layer': '900mb', 'direction': 80, 'speed': 4}, {'layer': '850mb', 'direction': 80, 'speed': 4}, {'layer': '800mb', 'direction': 80, 'speed': 4}, {'layer': '750mb', 'direction': 85, 'speed': 3}, {'layer': '700mb', 'direction': 90, 'speed': 3}, {'layer': '650mb', 'direction': 155, 'speed': 2}, {'layer': '600mb', 'direction': 215, 'speed': 3}, {'layer': '550mb', 'direction': 225, 'speed': 3}, {'layer': '500mb', 'direction': 245, 'speed': 3}, {'layer': '450mb', 'direction': 280, 'speed': 5}, {'layer': '400mb', 'direction': 275, 'speed': 5}, {'layer': '350mb', 'direction': 285, 'speed': 3}, {'layer': '300mb', 'direction': 225, 'speed': 2}, {'layer': '250mb', 'direction': 260, 'speed': 4}, {'layer': '200mb', 'direction': 245, 'speed': 5}]",26,2,12,1008,rain,2,0,90,3,papua_new_guinea
25,78,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 8}, {'layer': '850mb', 'rh': 5}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 4}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 80, 'speed': 4}, {'layer': '900mb', 'direction': 80, 'speed': 4}, {'layer': '850mb', 'direction': 85, 'speed': 4}, {'layer': '800mb', 'direction': 80, 'speed': 4}, {'layer': '750mb', 'direction': 85, 'speed': 4}, {'layer': '700mb', 'direction': 95, 'speed': 3}, {'layer': '650mb', 'direction': 135, 'speed': 2}, {'layer': '600mb', 'direction': 225, 'speed': 3}, {'layer': '550mb', 'direction': 230, 'speed': 3}, {'layer': '500mb', 'direction': 250, 'speed': 4}, {'layer': '450mb', 'direction': 275, 'speed': 5}, {'layer': '400mb', 'direction': 275, 'speed': 5}, {'layer': '350mb', 'direction': 290, 'speed': 4}, {'layer': '300mb', 'direction': 255, 'speed': 2}, {'layer': '250mb', 'direction': 250, 'speed': 3}, {'layer': '200mb', 'direction': 235, 'speed': 5}]",26,2,12,1010,rain,2,0,90,3,papua_new_guinea
26,81,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 5}, {'layer': '800mb', 'rh': 3}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 6}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 90, 'speed': 4}, {'layer': '900mb', 'direction': 90, 'speed': 4}, {'layer': '850mb', 'direction': 85, 'speed': 4}, {'layer': '800mb', 'direction': 80, 'speed': 4}, {'layer': '750mb', 'direction': 80, 'speed': 3}, {'layer': '700mb', 'direction': 90, 'speed': 3}, {'layer': '650mb', 'direction': 115, 'speed': 2}, {'layer': '600mb', 'direction': 225, 'speed': 3}, {'layer': '550mb', 'direction': 235, 'speed': 3}, {'layer': '500mb', 'direction': 250, 'speed': 4}, {'layer': '450mb', 'direction': 275, 'speed': 5}, {'layer': '400mb', 'direction': 270, 'speed': 5}, {'layer': '350mb', 'direction': 275, 'speed': 5}, {'layer': '300mb', 'direction': 245, 'speed': 2}, {'layer': '250mb', 'direction': 240, 'speed': 3}, {'layer': '200mb', 'direction': 175, 'speed': 5}]",26,2,12,1010,none,2,0,80,3,papua_new_guinea
27,84,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 2}, {'layer': '750mb', 'rh': 6}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 1}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 85, 'speed': 3}, {'layer': '900mb', 'direction': 85, 'speed': 4}, {'layer': '850mb', 'direction': 85, 'speed': 4}, {'layer': '800mb', 'direction': 75, 'speed': 3}, {'layer': '750mb', 'direction': 75, 'speed': 3}, {'layer': '700mb', 'direction': 90, 'speed': 3}, {'layer': '650mb', 'direction': 125, 'speed': 3}, {'layer': '600mb', 'direction': 205, 'speed': 2}, {'layer': '550mb', 'direction': 230, 'speed': 3}, {'layer': '500mb', 'direction': 255, 'speed': 4}, {'layer': '450mb', 'direction': 270, 'speed': 5}, {'layer': '400mb', 'direction': 270, 'speed': 5}, {'layer': '350mb', 'direction': 270, 'speed': 5}, {'layer': '300mb', 'direction': 235, 'speed': 3}, {'layer': '250mb', 'direction': 245, 'speed': 4}, {'layer': '200mb', 'direction': 170, 'speed': 5}]",26,2,12,1008,none,2,0,90,3,papua_new_guinea
28,87,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 2}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 70, 'speed': 4}, {'layer': '900mb', 'direction': 85, 'speed': 4}, {'layer': '850mb', 'direction': 95, 'speed': 4}, {'layer': '800mb', 'direction': 85, 'speed': 3}, {'layer': '750mb', 'direction': 80, 'speed': 3}, {'layer': '700mb', 'direction': 90, 'speed': 3}, {'layer': '650mb', 'direction': 130, 'speed': 2}, {'layer': '600mb', 'direction': 205, 'speed': 2}, {'layer': '550mb', 'direction': 230, 'speed': 3}, {'layer': '500mb', 'direction': 250, 'speed': 4}, {'layer': '450mb', 'direction': 265, 'speed': 5}, {'layer': '400mb', 'direction': 260, 'speed': 5}, {'layer': '350mb', 'direction': 260, 'speed': 4}, {'layer': '300mb', 'direction': 245, 'speed': 3}, {'layer': '250mb', 'direction': 195, 'speed': 3}, {'layer': '200mb', 'direction': 185, 'speed': 4}]",26,2,12,1010,rain,2,0,80,3,papua_new_guinea
29,90,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 6}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 70, 'speed': 4}, {'layer': '900mb', 'direction': 80, 'speed': 4}, {'layer': '850mb', 'direction': 85, 'speed': 4}, {'layer': '800mb', 'direction': 85, 'speed': 3}, {'layer': '750mb', 'direction': 80, 'speed': 3}, {'layer': '700mb', 'direction': 90, 'speed': 3}, {'layer': '650mb', 'direction': 140, 'speed': 3}, {'layer': '600mb', 'direction': 190, 'speed': 3}, {'layer': '550mb', 'direction': 215, 'speed': 3}, {'layer': '500mb', 'direction': 255, 'speed': 4}, {'layer': '450mb', 'direction': 265, 'speed': 5}, {'layer': '400mb', 'direction': 255, 'speed': 5}, {'layer': '350mb', 'direction': 265, 'speed': 5}, {'layer': '300mb', 'direction': 250, 'speed': 4}, {'layer': '250mb', 'direction': 180, 'speed': 4}, {'layer': '200mb', 'direction': 190, 'speed': 5}]",26,2,12,1011,rain,2,0,70,3,papua_new_guinea
30,93,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 3}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': 5}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 70, 'speed': 4}, {'layer': '900mb', 'direction': 75, 'speed': 4}, {'layer': '850mb', 'direction': 75, 'speed': 4}, {'layer': '800mb', 'direction': 70, 'speed': 3}, {'layer': '750mb', 'direction': 55, 'speed': 3}, {'layer': '700mb', 'direction': 45, 'speed': 3}, {'layer': '650mb', 'direction': 90, 'speed': 2}, {'layer': '600mb', 'direction': 180, 'speed': 3}, {'layer': '550mb', 'direction': 200, 'speed': 3}, {'layer': '500mb', 'direction': 245, 'speed': 4}, {'layer': '450mb', 'direction': 265, 'speed': 5}, {'layer': '400mb', 'direction': 245, 'speed': 5}, {'layer': '350mb', 'direction': 235, 'speed': 5}, {'layer': '300mb', 'direction': 230, 'speed': 5}, {'layer': '250mb', 'direction': 175, 'speed': 5}, {'layer': '200mb', 'direction': 210, 'speed': 5}]",26,-1,12,1010,none,2,0,70,3,papua_new_guinea
